city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Gujranwala,9,12,3,2,1,1,2,1,2,10,1932,8555,85.55,21.4,54,3210000,128325,166822,2.1
Sialkot,7,10,3,0,2,2,0,1,0,15,332,6075,91.12,23.2,58,3480000,136687,177693,2.1
Gujranwala,8,13,1,1,1,1,0,0,3,13,946,5145,66.88,16.7,42,2505000,100327,130425,2.1
Gujranwala,9,8,2,3,1,2,1,1,3,11,577,9645,106.1,26.5,67,3975000,159142,206885,2.1
Multan,6,11,3,0,1,2,0,0,3,12,432,3865,46.38,9.7,25,1455000,69570,90441,1.7
Multan,5,5,2,0,1,1,1,1,2,16,1049,4500,72.0,15.0,38,2250000,108000,140400,1.7
Quetta,6,12,1,1,2,4,2,1,0,13,1850,8430,109.59,21.1,53,3165000,164385,213700,1.6
Faisalabad,2,9,1,1,2,1,2,1,0,11,425,7785,85.64,21.0,53,3150000,128452,166988,2.0
Quetta,4,16,1,0,1,3,1,1,0,16,644,4240,67.84,13.0,33,1950000,101760,132288,1.6
Faisalabad,3,12,1,1,1,1,0,0,2,11,316,4555,50.1,12.3,31,1845000,75157,97704,2.0
Swat,7,19,2,1,2,2,0,0,0,16,1123,6810,108.96,29.6,74,4440000,163440,212472,2.3
Sukkur,9,5,1,1,0,3,2,1,1,11,861,4650,51.15,10.3,26,1545000,76725,99742,1.7
Karachi,5,6,1,1,0,2,1,0,2,10,946,3215,32.15,7.3,19,1095000,48225,62692,1.9
Gujranwala,6,15,3,1,0,4,2,1,1,13,929,4975,64.68,16.2,41,2430000,97012,126116,2.1
Swat,2,11,1,3,2,4,2,1,1,7,1701,11315,79.2,21.5,54,3225000,118807,154449,2.3
Sukkur,3,4,3,1,2,3,0,0,3,12,1117,7135,85.62,17.3,44,2595000,128430,166959,1.7
Hyderabad,3,18,1,2,0,4,1,0,2,9,359,4945,44.5,10.3,26,1545000,66757,86784,1.9
Peshawar,9,13,1,0,0,4,2,0,0,6,1960,2420,14.52,3.5,9,525000,21780,28314,2.0
Islamabad,7,18,3,3,1,1,0,1,1,10,766,8795,87.95,22.9,58,3435000,131925,171502,2.2
Abbottabad,8,18,1,3,2,1,2,0,2,8,927,11020,88.16,24.5,62,3675000,132240,171912,2.3
Bahawalpur,9,18,2,1,2,4,2,0,0,9,690,8145,73.3,15.0,38,2250000,109957,142944,1.7
Faisalabad,6,10,2,0,0,4,0,0,3,12,1235,1900,22.8,5.6,14,840000,34199,44459,2.0
Hyderabad,4,10,1,2,0,1,0,0,2,10,984,4100,41.0,9.5,24,1425000,61500,79950,1.9
Peshawar,1,16,2,1,2,4,1,1,2,9,1510,8165,73.48,17.7,45,2655000,110227,143295,2.0
Sialkot,8,4,3,0,1,4,2,1,2,6,797,5660,33.96,8.7,22,1305000,50940,66222,2.1
Rawalpindi,7,19,1,1,0,2,1,1,0,11,899,3910,43.01,11.2,28,1680000,64515,83869,2.2
Karachi,2,12,1,1,2,4,0,1,1,16,1684,7330,117.28,26.7,67,4005000,175920,228696,1.9
Bahawalpur,8,11,3,1,2,3,0,1,1,15,748,7965,119.48,24.5,62,3675000,179212,232976,1.7
Quetta,5,7,3,1,1,2,2,1,2,11,979,6780,74.58,14.3,36,2145000,111870,145431,1.6
Quetta,7,13,3,1,1,3,1,1,2,12,1504,6620,79.44,15.3,39,2295000,119159,154908,1.6
Sukkur,4,14,1,1,0,4,1,0,0,6,429,3060,18.36,3.7,10,555000,27539,35802,1.7
Bahawalpur,5,8,3,1,0,1,2,1,3,9,448,4895,44.05,9.0,23,1350000,66082,85907,1.7
Multan,8,5,3,2,0,2,2,1,2,17,1795,6475,110.07,22.9,58,3435000,165112,214646,1.7
Peshawar,1,16,2,3,2,1,1,1,2,14,1117,10865,152.11,36.6,92,5490000,228165,296614,2.0
Rawalpindi,1,19,2,2,0,2,0,1,3,17,1946,5210,88.57,23.1,58,3465000,132855,172711,2.2
Hyderabad,4,12,1,1,2,1,0,0,2,15,1247,6630,99.45,23.0,58,3450000,149175,193927,1.9
Karachi,3,18,2,1,0,2,2,1,1,11,799,4445,48.9,11.1,28,1665000,73342,95345,1.9
Swat,2,15,2,2,1,2,1,1,2,7,1972,7525,52.68,14.3,36,2145000,79012,102716,2.3
Peshawar,3,15,3,2,1,3,1,0,1,9,1678,6900,62.1,14.9,38,2235000,93150,121095,2.0
Rawalpindi,1,9,3,3,2,1,1,1,0,11,1534,10510,115.61,30.1,76,4515000,173415,225439,2.2
Islamabad,1,6,2,2,1,3,0,1,0,9,957,6515,58.64,15.3,39,2295000,87952,114338,2.2
Faisalabad,6,15,2,3,2,3,0,1,1,15,1919,10725,160.88,39.4,99,5910000,241312,313706,2.0
Swat,5,10,2,1,2,1,1,1,1,12,1353,7875,94.5,25.7,65,3855000,141750,184275,2.3
Quetta,8,12,1,0,1,2,1,1,3,17,876,4980,84.66,16.3,41,2445000,126990,165087,1.6
Swat,2,6,1,0,2,3,2,1,1,8,1347,6640,53.12,14.4,36,2160000,79680,103584,2.3
Hyderabad,4,19,1,0,1,1,2,1,1,11,1283,4785,52.64,12.2,31,1830000,78952,102638,1.9
Quetta,8,5,2,0,0,2,1,0,2,17,1022,2075,35.28,6.8,17,1020000,52912,68786,1.6
Hyderabad,6,19,2,1,0,3,1,0,3,9,521,3935,35.42,8.2,21,1230000,53122,69059,1.9
Sukkur,1,10,1,0,1,3,0,1,1,8,901,3625,29.0,5.8,15,870000,43500,56550,1.7
Multan,4,10,1,2,1,3,1,0,1,17,1941,6600,112.2,23.4,59,3510000,168299,218789,1.7
Hyderabad,1,7,2,2,1,2,2,1,1,8,983,7630,61.04,14.1,36,2115000,91560,119028,1.9
Quetta,2,14,3,0,1,3,0,0,2,7,1041,3510,24.57,4.7,12,705000,36855,47911,1.6
Sukkur,5,12,1,2,0,2,2,1,2,16,1224,6055,96.88,19.5,49,2925000,145319,188915,1.7
Hyderabad,8,19,2,3,2,4,2,0,2,8,1912,11485,91.88,21.3,54,3195000,137819,179165,1.9
Islamabad,8,17,2,1,2,3,0,1,0,17,879,7705,130.99,34.1,86,5115000,196477,255420,2.2
Swat,3,11,3,0,0,4,2,0,2,15,700,2640,39.6,10.8,27,1620000,59400,77220,2.3
Multan,4,16,2,0,2,1,1,0,1,6,1200,5640,33.84,7.0,18,1050000,50760,65988,1.7
Hyderabad,6,16,2,1,0,3,2,1,2,8,1927,4940,39.52,9.1,23,1365000,59280,77064,1.9
Sukkur,3,4,1,2,2,1,0,1,2,14,811,8685,121.59,24.5,62,3675000,182385,237100,1.7
Sialkot,2,4,1,1,1,1,0,0,3,9,387,4560,41.04,10.5,27,1575000,61560,80028,2.1
Peshawar,6,8,3,1,1,1,0,0,1,8,1788,4820,38.56,9.3,24,1395000,57840,75192,2.0
Lahore,5,9,3,2,1,4,2,1,2,13,349,8510,110.63,27.7,70,4155000,165944,215728,2.1
Rawalpindi,5,6,2,1,0,2,1,0,0,6,402,2965,17.79,4.6,12,690000,26684,34690,2.2
Lahore,5,16,1,2,0,4,0,1,3,10,667,5515,55.15,13.8,35,2070000,82725,107542,2.1
Sialkot,5,12,3,2,2,4,1,0,2,6,1235,9305,55.83,14.2,36,2130000,83745,108868,2.1
Lahore,3,15,3,1,2,1,0,0,3,12,1815,7100,85.2,21.3,54,3195000,127799,166139,2.1
Sialkot,7,13,3,3,2,3,1,1,3,10,1881,11820,118.2,30.2,76,4530000,177300,230490,2.1
Karachi,6,17,2,2,0,2,1,1,0,7,1591,5455,38.18,8.7,22,1305000,57277,74460,1.9
Sialkot,4,18,1,1,2,1,1,1,0,17,1720,7570,128.69,32.8,82,4920000,193035,250945,2.1
Sialkot,2,9,3,2,1,2,0,0,0,6,1643,5935,35.61,9.1,23,1365000,53415,69439,2.1
Gujranwala,9,7,1,3,2,4,2,0,1,16,1843,11030,176.48,44.1,111,6615000,264720,344136,2.1
Sialkot,1,15,3,3,1,2,2,0,3,12,1772,9050,108.6,27.7,70,4155000,162900,211770,2.1
Islamabad,4,10,3,0,0,2,2,1,2,17,1799,3250,55.25,14.4,36,2160000,82875,107737,2.2
Peshawar,1,11,1,2,1,3,1,0,0,6,1197,6190,37.14,8.9,23,1335000,55710,72423,2.0
Faisalabad,6,12,1,2,1,1,0,0,0,8,1913,5880,47.04,11.5,29,1725000,70560,91728,2.0
Hyderabad,4,16,1,1,1,2,1,1,3,16,1208,6240,99.84,23.1,58,3465000,149760,194688,1.9
Rawalpindi,5,19,2,2,0,2,0,0,3,11,1563,4760,52.36,13.6,34,2040000,78540,102102,2.2
Multan,5,14,3,0,0,4,1,0,3,11,557,2535,27.88,5.8,15,870000,41827,54375,1.7
Peshawar,9,9,2,3,0,4,0,1,2,12,1966,7160,85.92,20.7,52,3105000,128880,167544,2.0
Quetta,1,18,1,3,0,2,0,1,1,16,689,6145,98.32,18.9,48,2835000,147480,191724,1.6
Faisalabad,2,9,3,0,2,1,0,1,1,16,1666,5785,92.56,22.7,57,3405000,138840,180492,2.0
Karachi,6,11,2,2,0,2,1,1,0,6,1072,5365,32.19,7.3,19,1095000,48285,62770,1.9
Karachi,5,15,3,2,1,2,2,1,1,12,1053,8200,98.4,22.4,56,3360000,147599,191879,1.9
Abbottabad,7,8,2,0,0,3,1,1,2,7,1710,2895,20.26,5.6,14,840000,30397,39516,2.3
Swat,3,17,1,1,2,1,1,1,1,11,693,7680,84.48,23.0,58,3450000,126719,164736,2.3
Sialkot,3,6,2,3,2,3,0,1,2,13,982,10565,137.34,35.0,88,5250000,206017,267822,2.1
Peshawar,2,15,3,0,2,1,0,1,0,10,1982,5675,56.75,13.6,34,2040000,85125,110662,2.0
Sukkur,3,6,3,0,1,1,2,0,3,15,569,4465,66.97,13.5,34,2025000,100462,130601,1.7
Gujranwala,1,16,3,2,0,1,2,1,2,8,448,6015,48.12,12.0,30,1800000,72180,93834,2.1
Lahore,5,9,3,3,0,3,0,1,3,16,1703,7110,113.76,28.4,71,4260000,170640,221832,2.1
Quetta,5,5,1,2,0,3,2,0,0,13,1110,4900,63.7,12.2,31,1830000,95550,124215,1.6
Karachi,7,19,2,0,1,3,2,1,2,13,327,5560,72.28,16.4,41,2460000,108420,140946,1.9
Rawalpindi,4,9,1,1,1,4,0,0,2,9,1472,4885,43.96,11.4,29,1710000,65947,85731,2.2
Karachi,3,19,1,3,2,3,1,0,1,13,1743,10160,132.08,30.0,75,4500000,198120,257556,1.9
Multan,1,16,1,0,2,4,2,1,2,10,579,7015,70.15,14.6,37,2190000,105224,136792,1.7
Hyderabad,8,9,3,0,0,4,0,0,0,16,1505,1585,25.36,5.9,15,885000,38040,49452,1.9
Karachi,3,11,3,1,1,4,2,1,3,10,465,7090,70.9,16.1,41,2415000,106350,138255,1.9
Multan,2,10,3,0,1,2,2,1,2,8,316,5100,40.8,8.5,22,1275000,61200,79560,1.7
Peshawar,4,11,2,0,0,2,0,0,0,12,1473,965,11.58,2.8,7,420000,17370,22581,2.0
Peshawar,3,17,3,3,0,2,2,0,0,16,638,6630,106.08,25.5,64,3825000,159120,206856,2.0
Gujranwala,1,12,2,3,2,4,2,0,2,16,1368,10855,173.68,43.4,109,6510000,260520,338676,2.1
Swat,3,9,3,3,2,4,2,1,1,14,1825,11660,163.24,44.4,111,6660000,244860,318318,2.3
Abbottabad,2,17,3,2,2,1,1,1,2,14,1141,9605,134.47,37.4,94,5610000,201705,262216,2.3
Faisalabad,8,19,1,1,0,4,1,0,2,6,488,3835,23.01,5.6,14,840000,34515,44869,2.0
Karachi,6,6,1,3,0,2,2,1,1,6,950,7340,44.04,10.0,25,1500000,66060,85878,1.9
Rawalpindi,9,13,1,2,2,4,0,1,0,15,1384,9170,137.55,35.8,90,5370000,206325,268222,2.2
Karachi,8,6,2,2,2,4,2,0,2,17,593,9790,166.43,37.8,95,5670000,249644,324538,1.9
Abbottabad,3,19,2,1,1,1,2,0,1,17,1356,5610,95.37,26.5,67,3975000,143055,185971,2.3
Bahawalpur,5,14,3,1,1,4,1,0,3,16,1622,6035,96.56,19.8,50,2970000,144840,188292,1.7
Rawalpindi,7,15,2,0,2,3,1,0,3,10,714,6450,64.5,16.8,42,2520000,96750,125775,2.2
Islamabad,5,4,3,2,2,1,1,0,1,6,1947,8685,52.11,13.6,34,2040000,78165,101614,2.2
Sialkot,8,14,2,3,1,4,2,0,0,9,1102,9010,81.09,20.7,52,3105000,121635,158125,2.1
Faisalabad,5,18,2,1,2,4,2,0,1,17,1872,8045,136.76,33.5,84,5025000,205147,266691,2.0
Islamabad,1,16,2,2,1,1,0,0,0,6,730,5715,34.29,8.9,23,1335000,51435,66865,2.2
Bahawalpur,5,18,1,3,1,4,2,0,3,7,1818,9295,65.06,13.3,34,1995000,97597,126876,1.7
Bahawalpur,4,8,2,2,1,2,2,0,2,7,1423,7320,51.24,10.5,27,1575000,76860,99918,1.7
Abbottabad,6,17,1,1,0,3,1,1,1,9,1346,4105,36.95,10.3,26,1545000,55417,72042,2.3
Karachi,3,7,1,0,0,3,1,1,3,13,1743,2630,34.19,7.8,20,1170000,51284,66670,1.9
Abbottabad,5,12,2,2,2,2,1,0,2,7,1747,8955,62.68,17.4,44,2610000,94027,122235,2.3
Abbottabad,2,18,3,3,1,4,1,1,3,14,786,9620,134.68,37.4,94,5610000,202019,262626,2.3
Bahawalpur,6,12,3,1,0,4,1,1,1,17,388,4430,75.31,15.4,39,2310000,112965,146854,1.7
Faisalabad,6,18,3,0,2,3,0,1,1,14,1532,6420,89.88,22.0,55,3300000,134819,175265,2.0
Islamabad,5,17,2,3,2,4,0,1,2,7,570,10980,76.86,20.0,50,3000000,115290,149877,2.2
Lahore,6,8,3,3,2,3,0,1,1,6,1199,10770,64.62,16.2,41,2430000,96930,126009,2.1
Karachi,7,13,1,3,2,3,1,1,3,15,1729,11520,172.8,39.3,99,5895000,259199,336959,1.9
Bahawalpur,5,7,3,2,2,2,1,0,2,15,577,9030,135.45,27.8,70,4170000,203174,264127,1.7
Islamabad,1,10,2,1,1,3,1,0,2,14,505,5225,73.15,19.0,48,2850000,109724,142642,2.2
Swat,8,18,3,3,2,4,0,1,3,7,1913,11570,80.99,22.0,55,3300000,121485,157930,2.3
Lahore,4,9,1,2,1,4,1,1,0,13,1212,7235,94.06,23.5,59,3525000,141082,183407,2.1
Lahore,9,7,2,1,0,1,0,0,2,8,627,3080,24.64,6.2,16,930000,36960,48048,2.1
Peshawar,6,16,3,1,2,4,1,1,0,6,1933,8290,49.74,12.0,30,1800000,74609,96992,2.0
Gujranwala,1,16,2,2,0,1,2,1,3,16,1157,6065,97.04,24.3,61,3645000,145560,189228,2.1
Karachi,3,18,2,2,1,3,0,1,3,6,1176,7445,44.67,10.2,26,1530000,67005,87106,1.9
Lahore,3,13,2,3,1,4,2,1,2,15,1161,9770,146.55,36.6,92,5490000,219824,285772,2.1
Bahawalpur,4,5,3,1,0,2,0,1,1,7,635,3475,24.32,5.0,13,750000,36487,47433,1.7
Peshawar,6,4,2,0,2,2,1,0,2,12,905,5910,70.92,17.0,43,2550000,106380,138294,2.0
Islamabad,7,7,3,2,2,2,1,0,1,17,891,8980,152.66,39.8,100,5970000,228990,297687,2.2
Swat,4,7,1,1,0,3,2,1,0,11,1361,4105,45.16,12.3,31,1845000,67732,88052,2.3
Multan,6,16,3,1,0,3,1,0,1,17,1313,3640,61.88,12.9,33,1935000,92820,120666,1.7
Karachi,1,4,1,3,0,1,0,1,2,16,1551,6035,96.56,21.9,55,3285000,144840,188292,1.9
Faisalabad,8,9,3,0,2,2,1,1,1,7,1806,6835,47.84,11.7,30,1755000,71767,93297,2.0
Abbottabad,7,7,2,3,2,1,1,1,3,9,1457,11380,102.42,28.4,71,4260000,153630,199719,2.3
Rawalpindi,9,4,3,0,2,1,0,1,0,7,1007,6035,42.24,11.0,28,1650000,63367,82377,2.2
Rawalpindi,3,4,2,0,0,4,2,1,3,6,1277,3335,20.01,5.2,13,780000,30014,39019,2.2
Islamabad,2,18,1,2,2,4,2,1,3,17,1713,10320,175.44,45.7,115,6855000,263160,342108,2.2
Sukkur,1,16,3,1,1,2,1,1,3,8,1936,6315,50.52,10.2,26,1530000,75780,98514,1.7
Sukkur,3,4,2,1,0,3,0,1,3,9,724,3735,33.62,6.8,17,1020000,50422,65549,1.7
Islamabad,5,11,1,1,2,4,2,1,1,15,886,8540,128.1,33.4,84,5010000,192150,249795,2.2
Bahawalpur,2,13,1,0,0,3,2,0,3,10,1105,2395,23.95,4.9,13,735000,35925,46702,1.7
Lahore,3,11,3,1,1,1,1,1,1,10,1833,5890,58.9,14.7,37,2205000,88350,114855,2.1
Gujranwala,4,5,1,2,1,1,0,0,3,12,1019,6225,74.7,18.7,47,2805000,112049,145664,2.1
Karachi,7,14,2,0,0,1,2,0,2,15,1918,2535,38.03,8.6,22,1290000,57037,74148,1.9
Rawalpindi,3,16,1,0,0,1,1,1,3,13,1750,2565,33.34,8.7,22,1305000,50017,65022,2.2
Rawalpindi,9,10,1,0,1,2,1,0,2,14,1248,4075,57.05,14.9,38,2235000,85575,111247,2.2
Gujranwala,8,17,2,0,0,1,1,1,1,17,954,2705,45.98,11.5,29,1725000,68977,89670,2.1
Lahore,4,11,1,2,1,4,1,1,0,12,773,7265,87.18,21.8,55,3270000,130769,170001,2.1
Rawalpindi,1,11,1,1,1,1,2,1,1,10,867,5940,59.4,15.5,39,2325000,89100,115830,2.2
Abbottabad,1,14,1,2,2,3,0,1,0,14,1684,8485,118.79,33.0,83,4950000,178185,231640,2.3
Faisalabad,1,13,1,1,0,4,1,0,0,13,510,2820,36.66,9.0,23,1350000,54990,71487,2.0
Karachi,1,18,2,2,0,3,1,0,3,15,1502,5045,75.68,17.2,43,2580000,113512,147566,1.9
Hyderabad,8,14,1,3,2,3,2,1,0,14,1381,11510,161.14,37.3,94,5595000,241710,314223,1.9
Rawalpindi,3,16,2,3,1,2,1,0,1,15,1396,8165,122.48,31.9,80,4785000,183712,238826,2.2
Islamabad,6,10,1,3,0,2,1,0,3,13,514,6550,85.15,22.2,56,3330000,127724,166042,2.2
Faisalabad,3,8,1,3,2,3,0,0,0,11,1199,9295,102.24,25.1,63,3765000,153367,199377,2.0
Rawalpindi,5,4,1,0,2,3,1,1,1,9,1396,6335,57.02,14.8,37,2220000,85522,111179,2.2
Sialkot,7,15,1,0,0,1,2,0,0,14,766,2000,28.0,7.1,18,1065000,42000,54600,2.1
Swat,2,12,2,2,2,4,0,0,0,17,1594,8030,136.51,37.1,93,5565000,204765,266194,2.3
Abbottabad,6,16,2,2,1,1,2,0,3,14,1822,7690,107.66,29.9,75,4485000,161490,209937,2.3
Faisalabad,6,19,2,3,2,2,0,1,3,15,653,11085,166.28,40.8,102,6120000,249412,324236,2.0
Peshawar,3,10,3,1,1,2,0,0,1,15,1557,4725,70.88,17.0,43,2550000,106312,138206,2.0
Hyderabad,6,5,1,3,1,1,1,0,3,14,1642,8375,117.25,27.1,68,4065000,175875,228637,1.9
Swat,5,9,1,2,0,4,1,1,3,15,1342,5910,88.65,24.1,61,3615000,132975,172867,2.3
Quetta,2,5,2,3,2,3,1,0,2,8,924,10225,81.8,15.7,40,2355000,122700,159510,1.6
Islamabad,9,18,3,2,1,1,2,1,2,16,1898,8645,138.32,36.0,90,5400000,207479,269724,2.2
Islamabad,8,4,1,3,1,2,1,1,1,17,671,8960,152.32,39.7,100,5955000,228480,297024,2.2
Karachi,3,17,2,1,2,4,1,1,3,8,483,8530,68.24,15.5,39,2325000,102359,133068,1.9
Gujranwala,8,10,1,3,1,2,0,1,1,16,1600,8550,136.8,34.2,86,5130000,205200,266760,2.1
Swat,9,16,1,1,2,4,1,1,2,11,973,8615,94.76,25.8,65,3870000,142147,184791,2.3
Faisalabad,3,19,2,1,0,4,1,1,2,11,1054,4360,47.96,11.8,30,1770000,71940,93522,2.1
Lahore,3,5,2,2,1,4,1,0,2,11,1468,6900,75.9,19.0,48,2850000,113850,148005,2.1
Islamabad,2,16,1,1,1,1,1,1,1,10,1981,5590,55.9,14.6,37,2190000,83850,109005,2.2
Faisalabad,8,17,1,0,2,1,0,0,3,10,1404,5705,57.05,14.0,35,2100000,85575,111247,2.0
Bahawalpur,1,17,2,0,2,1,1,0,0,7,621,5230,36.61,7.5,19,1125000,54915,71389,1.7
Faisalabad,8,5,1,0,2,4,0,1,3,12,734,6575,78.9,19.3,49,2895000,118350,153855,2.0
Bahawalpur,7,16,1,2,2,4,2,0,1,17,1366,9515,161.76,33.1,83,4965000,242632,315422,1.7
Sialkot,7,14,2,0,1,2,1,0,2,9,1636,4135,37.21,9.5,24,1425000,55822,72569,2.1
Multan,3,8,1,2,0,3,1,0,0,8,592,4295,34.36,7.2,18,1080000,51540,67002,1.7
Multan,1,17,1,2,0,1,1,1,1,13,987,5030,65.39,13.6,34,2040000,98085,127510,1.7
Quetta,4,8,3,0,0,4,0,0,2,9,1187,1670,15.03,2.9,8,435000,22545,29308,1.6
Peshawar,9,19,2,1,0,2,1,0,1,16,368,3660,58.56,14.1,36,2115000,87840,114192,2.0
Quetta,5,10,3,3,2,2,1,1,0,9,355,10925,98.32,18.9,48,2835000,147487,191733,1.6
Bahawalpur,1,4,3,2,1,2,2,0,2,13,930,7185,93.4,19.1,48,2865000,140107,182139,1.7
Swat,5,11,3,0,1,1,0,0,3,6,1527,3690,22.14,6.0,15,900000,33210,43173,2.3
Rawalpindi,8,6,1,2,1,1,0,0,1,14,719,6140,85.96,22.4,56,3360000,128939,167622,2.2
Lahore,8,7,1,1,2,3,2,1,0,12,866,8405,100.86,25.2,63,3780000,151290,196677,2.1
Rawalpindi,5,18,3,1,1,2,0,0,3,17,849,5395,91.71,23.9,60,3585000,137572,178844,2.2
Sukkur,9,12,3,0,2,1,1,0,0,7,542,5905,41.34,8.3,21,1245000,62002,80603,1.7
Rawalpindi,1,7,3,2,1,2,1,1,1,16,1524,7280,116.48,30.3,76,4545000,174720,227136,2.2
Karachi,4,13,1,3,0,4,2,1,0,17,1047,7295,124.02,28.2,71,4230000,186022,241829,1.9
Rawalpindi,3,15,3,3,2,2,0,1,2,11,1797,10750,118.25,30.8,77,4620000,177375,230587,2.2
Quetta,2,18,3,2,1,3,0,0,0,13,826,6170,80.21,15.4,39,2310000,120314,156409,1.6
Islamabad,8,8,2,2,0,1,0,1,1,16,1979,5070,81.12,21.1,53,3165000,121680,158184,2.2
Abbottabad,7,10,2,2,0,4,2,1,2,10,376,6525,65.25,18.1,46,2715000,97875,127237,2.3
Islamabad,9,19,1,0,0,1,1,1,0,11,1801,2460,27.06,7.0,18,1050000,40590,52767,2.2
Multan,2,7,2,1,2,4,2,0,0,17,739,7455,126.74,26.4,66,3960000,190102,247133,1.7
Abbottabad,4,17,2,3,2,2,1,1,2,15,1586,11205,168.08,46.7,117,7005000,252112,327746,2.3
Gujranwala,6,4,2,0,1,2,2,1,3,13,1508,5360,69.68,17.4,44,2610000,104520,135876,2.1
Lahore,3,12,1,2,0,3,1,1,3,11,1378,5705,62.76,15.7,40,2355000,94132,122372,2.1
Lahore,8,7,2,2,1,3,0,1,2,17,1631,7455,126.74,31.7,80,4755000,190102,247133,2.1
Karachi,3,12,1,1,1,4,0,1,0,14,815,5205,72.87,16.6,42,2490000,109305,142096,1.9
Swat,2,9,3,2,0,3,0,0,3,17,1622,4635,78.8,21.4,54,3210000,118192,153650,2.3
Quetta,3,18,2,0,1,3,2,0,2,14,1875,4495,62.93,12.1,31,1815000,94395,122713,1.6
Multan,6,4,1,0,2,3,2,1,1,14,1553,6910,96.74,20.2,51,3030000,145110,188643,1.7
Sialkot,2,15,2,1,1,3,2,1,0,11,1700,6225,68.47,17.5,44,2625000,102712,133526,2.1
Sukkur,8,6,3,0,0,2,0,1,1,17,1609,2290,38.93,7.8,20,1170000,58395,75913,1.7
Swat,1,14,1,3,2,3,1,0,0,17,1461,9735,165.5,45.0,113,6750000,248242,322715,2.3
Lahore,7,5,1,0,2,2,0,0,3,14,1801,5550,77.7,19.4,49,2910000,116550,151515,2.1
Islamabad,2,19,1,0,1,2,0,0,1,8,914,2985,23.88,6.2,16,930000,35820,46566,2.2
Rawalpindi,6,12,3,0,1,1,1,0,1,10,1330,3880,38.8,10.1,26,1515000,58200,75660,2.2
Rawalpindi,2,19,3,3,2,2,1,1,2,7,975,11235,78.64,20.5,52,3075000,117967,153357,2.2
Gujranwala,2,18,3,2,1,2,1,1,3,17,1742,7920,134.64,33.7,85,5055000,201960,262548,2.1
Multan,8,15,1,0,0,3,1,1,3,13,1795,3125,40.62,8.5,22,1275000,60937,79218,1.7
Quetta,2,4,3,1,1,2,0,1,0,16,719,5110,81.76,15.7,40,2355000,122640,159432,1.6
Quetta,7,16,2,3,1,4,2,0,2,9,575,9365,84.28,16.2,41,2430000,126427,164355,1.6
Peshawar,3,17,3,1,2,3,0,1,2,11,1884,7880,86.68,20.8,52,3120000,130019,169026,2.0
Bahawalpur,8,12,1,0,1,3,1,0,0,11,907,3730,41.03,8.4,21,1260000,61545,80008,1.7
Hyderabad,7,12,2,1,1,3,2,0,1,10,870,6005,60.05,13.9,35,2085000,90075,117097,1.9
Lahore,8,11,3,0,1,1,2,1,0,17,389,5065,86.1,21.5,54,3225000,129157,167904,2.1
Quetta,7,11,2,3,0,3,0,0,0,17,581,5790,98.43,18.9,48,2835000,147645,191938,1.6
Gujranwala,6,14,2,1,1,2,0,0,0,6,1871,4660,27.96,7.0,18,1050000,41940,54522,2.1
Islamabad,7,17,1,1,0,4,0,1,2,16,1494,3980,63.68,16.6,42,2490000,95520,124176,2.2
Multan,5,15,2,0,0,3,2,0,0,12,937,2200,26.4,5.5,14,825000,39600,51480,1.7
Sukkur,7,4,2,0,0,3,2,0,0,15,1110,2185,32.78,6.6,17,990000,49162,63911,1.7
Peshawar,1,14,1,2,0,4,2,1,0,13,1678,5585,72.6,17.5,44,2625000,108907,141579,2.0
Gujranwala,1,11,1,0,2,3,1,0,3,6,1527,5790,34.74,8.7,22,1305000,52110,67743,2.1
Faisalabad,9,13,1,0,0,1,1,0,1,15,1612,1820,27.3,6.7,17,1005000,40950,53235,2.0
Karachi,5,17,2,2,1,2,0,1,1,12,1167,7080,84.96,19.3,49,2895000,127440,165672,1.9
Sukkur,5,6,2,0,0,4,2,0,1,9,761,2365,21.29,4.3,11,645000,31927,41505,1.7
Bahawalpur,3,14,2,0,1,4,0,1,1,11,1932,4085,44.94,9.2,23,1380000,67402,87623,1.7
Faisalabad,5,10,1,2,0,1,2,0,2,14,1049,5175,72.45,17.8,45,2670000,108675,141277,2.0
Sialkot,3,14,3,3,2,2,0,0,2,10,1496,9985,99.85,25.5,64,3825000,149775,194707,2.1
Bahawalpur,9,18,2,3,0,1,1,1,0,13,600,7095,92.24,18.9,48,2835000,138352,179858,1.7
Rawalpindi,9,4,3,0,0,2,2,1,2,10,899,3535,35.35,9.2,23,1380000,53025,68932,2.2
Karachi,6,4,1,0,2,1,1,0,1,7,828,5460,38.22,8.7,22,1305000,57329,74529,1.9
Lahore,1,19,2,2,0,3,2,1,3,9,439,6310,56.79,14.2,36,2130000,85185,110740,2.1
Islamabad,7,13,3,2,1,1,0,0,0,7,577,6270,43.89,11.4,29,1710000,65835,85585,2.2
Karachi,7,16,2,3,0,4,2,1,0,12,962,7715,92.58,21.0,53,3150000,138870,180531,1.9
Bahawalpur,4,8,2,1,0,4,1,0,1,12,810,3320,39.84,8.2,21,1230000,59759,77688,1.7
Hyderabad,8,8,2,0,0,4,2,0,1,8,1669,2620,20.96,4.9,13,735000,31440,40872,1.9
